Country,Project,Expedition,Location,Date,KnollID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Knoll,Time Start,Time End,Notes,Observer,Species,Amount,Length,Confidence,Latitude,Longitude
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,first,Chromis dimidiata,1,9,,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,first,Haliophis sp.,1,12,,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,first,Epinephelus fasciatus,1,20,,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,first,Eviota guttata,3,1,,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Abudefduf vaigiensis,4,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Acanthurus nigrofuscus,2,13,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Scolopsis ghanam,1,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Pomacentrus sulfureus,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Pomacentrus sulfureus,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Zebrasoma xanthurum,2,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Cheilodipterus quinquelineatus,16,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Cheilodipterus quinquelineatus,5,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Cheilodipterus quinquelineatus,5,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Apogon cyanosoma,2,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Chromis dimidiata,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Thalassoma rueppellii,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Epinephelus fasciatus,1,25,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Gomphosus caeruleus,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Gomphosus caeruleus,1,9,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Synodus variegatus,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Pseudochromis olivaceus,1,9,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Plectroglyphidodon lacrymatus,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Thalassoma rueppellii,5,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Pseudocheilinus hexataenia,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Trimma avidori,3,1,1,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,1,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 1,Hezi Buba,Shahar Chaikin,1,15:52,16:06,,second,Haliophis sp.,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Chaetodon austriacus,2,13,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Hipposcarus harid,1,43,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Hipposcarus harid,1,42,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Ctenochaetus striatus,1,17,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Pseudochromis fridmani,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Pseudochromis fridmani,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Chlorurus sordidus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Gomphosus caeruleus,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Gomphosus caeruleus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Pomacentrus trichrourus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Pomacentrus sulfureus,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Acanthurus nigrofuscus,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Epinephelus fasciatus,1,21,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Eviota guttata,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Canthigaster coronata,1,16,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Cephalopholis hemistiktos,1,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Cheilinus lunulatus,1,38,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Thalassoma rueppellii,1,9,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Cheilodipterus quinquelineatus,3,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Cheilodipterus quinquelineatus,5,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Apogon cyanosoma,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Apogon cyanosoma,2,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Synodus variegatus,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Synodus variegatus,2,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Ecsenius nalolo,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,first,Tripterygiidae sp.,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Chaetodon austriacus,2,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Hipposcarus harid,1,34,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Ctenochaetus striatus,1,22,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Ctenochaetus striatus,1,17,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Canthigaster coronata,1,16,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Cheilodipterus quinquelineatus,9,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Cheilodipterus quinquelineatus,3,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Cheilodipterus quinquelineatus,10,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Pomacentrus trichrourus,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Thalassoma rueppellii,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Chlorurus sordidus,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Apogon cyanosoma,2,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Pseudochromis fridmani,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Pomacentrus sulfureus,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Synodus variegatus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,18,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 18,Hezi Buba,Shahar Chaikin,18,16:19,16:27,,second,Ecsenius aroni,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Thalassoma rueppellii,1,11,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Cephalopholis hemistiktos,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Parupeneus forsskali,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Parupeneus forsskali,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Gomphosus caeruleus,2,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Gomphosus caeruleus,1,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Amblyglyphidodon leucogaster,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Synodus variegatus,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Apogon cyanosoma,30,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Apogon cyanosoma,10,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Princess,2020-10-13 00:00:00,19,Hezi Buba,Shahar Chaikin,Hezi Buba and Shahar Chaikin - 19,Hezi Buba,Shahar Chaikin,19,16:06,16:17,,first,Apogon cyanosoma,20,4,0,,
